Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,58.58,100,4.85,53.73
AL-003,Baldwin County,64.13,75,1.86,62.27
AL-005,Barbour County,50.95,60,-1.57,52.52
AL-007,Bibb County,59.52,90,4.09,55.43
AL-009,Blount County,61.73,98,5.91,55.82
AL-011,Bullock County,54.42,81,2.15,52.27
AL-013,Butler County,57.86,80,1.93,55.93
AL-015,Calhoun County,60.14,95,6.55,53.59
AL-017,Chambers County,55.35,82,1.85,53.5
AL-019,Cherokee County,60.94,100,7.21,53.73
AL-021,Chilton County,59.16,97,4.76,54.4
AL-023,Choctaw County,62.07,98,4.93,57.14
AL-025,Clarke County,60.91,88,2.73,58.18
AL-027,Clay County,65.85,109,9.8,56.05
AL-029,Cleburne County,61.44,99,7.31,54.13
AL-031,Coffee County,50.03,40,-6.44,56.47
AL-033,Colbert County,57.7,87,3.97,53.73
AL-035,Conecuh County,55.38,51,-2.86,58.24
AL-037,Coosa County,65.88,113,11.05,54.83
AL-039,Covington County,52.73,39,-6.17,58.9
AL-041,Crenshaw County,55.99,74,0.4,55.59
AL-043,Cullman County,60.65,90,4.33,56.32
AL-045,Dale County,49.56,43,-5.11,54.67
AL-047,Dallas County,61.02,107,7.99,53.03
AL-049,DeKalb County,62.15,96,6.51,55.64
AL-051,Elmore County,61.55,107,7.9,53.65
AL-053,Escambia County,55.22,38,-5.49,60.71
AL-055,Etowah County,61.26,93,6.61,54.65
AL-057,Fayette County,59.56,83,3.03,56.53
AL-059,Franklin County,62.74,99,7.84,54.9
AL-061,Geneva County,52.98,49,-4.49,57.47
AL-063,Greene County,61.51,105,8.31,53.2
AL-065,Hale County,60.9,106,6.94,53.96
AL-067,Henry County,50.86,51,-2.73,53.59
AL-069,Houston County,52.07,53,-2.33,54.4
AL-071,Jackson County,62.57,100,7.73,54.84
AL-073,Jefferson County,62.89,106,7.11,55.78
AL-075,Lamar County,59.53,88,4.36,55.17
AL-077,Lauderdale County,55.15,73,0.97,54.18
AL-079,Lawrence County,58.54,90,4.94,53.6
AL-081,Lee County,55.92,88,3.45,52.47
AL-083,Limestone County,55.21,73,1.32,53.89
AL-085,Lowndes County,59.09,101,6.51,52.58
AL-087,Macon County,56.99,96,5.09,51.9
AL-089,Madison County,59.71,92,5.21,54.5
AL-091,Marengo County,61.96,107,7.55,54.41
AL-093,Marion County,62.71,94,6.9,55.81
AL-095,Marshall County,64.01,104,9.45,54.56
AL-097,Mobile County,66.18,81,3.3,62.88
AL-099,Monroe County,56.95,68,-0.54,57.49
AL-101,Montgomery County,60.07,110,7.73,52.34
AL-103,Morgan County,56.69,78,2.54,54.15
AL-105,Perry County,61.37,107,7.58,53.79
AL-107,Pickens County,60.34,99,6.71,53.63
AL-109,Pike County,51.56,53,-3.06,54.62
AL-111,Randolph County,58.68,86,3.78,54.9
AL-113,Russell County,52.02,75,1.99,50.03
AL-115,St. Clair County,64.08,108,8.73,55.35
AL-117,Shelby County,64.99,111,9.88,55.11
AL-119,Sumter County,58.97,95,4.6,54.37
AL-121,Talladega County,66.91,115,13,53.91
AL-123,Tallapoosa County,59.36,96,4.96,54.4
AL-125,Tuscaloosa County,59.52,90,3.85,55.67
AL-127,Walker County,64.47,101,7.67,56.8
AL-129,Washington County,66.98,99,6.97,60.01
AL-131,Wilcox County,60.04,98,5.55,54.49
AL-133,Winston County,66.29,106,9.64,56.65
AZ-001,Apache County,15.47,105,2.04,13.43
AZ-003,Cochise County,18.54,116,3.98,14.56
AZ-005,Coconino County,15.25,101,1.69,13.56
AZ-007,Gila County,20.94,85,0.26,20.68
AZ-009,Graham County,17.46,99,2.27,15.19
AZ-011,Greenlee County,19.96,103,3.21,16.75
AZ-012,La Paz County,6.55,86,0.59,5.96
AZ-013,Maricopa County,9.91,87,0.68,9.23
AZ-015,Mohave County,10.99,85,0.44,10.55
AZ-017,Navajo County,15.26,112,2.92,12.34
AZ-019,Pima County,13.66,94,1.21,12.45
AZ-021,Pinal County,13.21,89,0.72,12.49
AZ-023,Santa Cruz County,22.19,113,3.83,18.36
AZ-025,Yavapai County,17.07,89,0.86,16.21
AZ-027,Yuma County,3.91,45,-0.96,4.87
AR-001,Arkansas County,50.03,64,-1.03,51.06
AR-003,Ashley County,55.74,84,2.62,53.12
AR-005,Baxter County,51.01,105,7.59,43.42
AR-007,Benton County,50.47,93,5.19,45.28
AR-009,Boone County,46.92,90,3.25,43.67
AR-011,Bradley County,62.28,106,10.23,52.05
AR-013,Calhoun County,64.16,109,12.48,51.68
AR-015,Carroll County,47.75,90,3.1,44.65
AR-017,Chicot County,55.63,76,2.62,53.01
AR-019,Clark County,56.26,97,4.68,51.58
AR-021,Clay County,53.83,95,6.02,47.81
AR-023,Cleburne County,54.86,90,4.79,50.07
AR-025,Cleveland County,63.43,111,11.82,51.61
AR-027,Columbia County,57.41,97,6.27,51.14
AR-029,Conway County,50.08,76,1.02,49.06
AR-031,Craighead County,54.33,96,5.81,48.52
AR-033,Crawford County,49.91,78,2.25,47.66
AR-035,Crittenden County,57.57,97,7.55,50.02
AR-037,Cross County,54.36,85,3.98,50.38
AR-039,Dallas County,60.44,107,9.12,51.32
AR-041,Desha County,56.01,88,4.49,51.52
AR-043,Drew County,59.26,95,6.59,52.67
AR-045,Faulkner County,53.06,82,2.73,50.33
AR-047,Franklin County,49.92,76,1.83,48.09
AR-049,Fulton County,49.59,89,4.34,45.25
AR-051,Garland County,53.34,77,0.69,52.65
AR-053,Grant County,57.98,99,6.43,51.55
AR-055,Greene County,53.49,94,5.72,47.77
AR-057,Hempstead County,54.77,88,4.18,50.59
AR-059,Hot Spring County,52.95,76,0.58,52.37
AR-061,Howard County,55.13,85,3.16,51.97
AR-063,Independence County,54.24,98,5.84,48.4
AR-065,Izard County,51.62,96,5.87,45.75
AR-067,Jackson County,53.74,94,4.99,48.75
AR-069,Jefferson County,57.31,99,6.07,51.24
AR-071,Johnson County,56.45,98,7,49.45
AR-073,Lafayette County,56.08,97,6.2,49.88
AR-075,Lawrence County,56.84,111,9.44,47.4
AR-077,Lee County,58.71,103,7.54,51.17
AR-079,Lincoln County,60,102,7.71,52.29
AR-081,Little River County,51.41,81,2.73,48.68
AR-083,Logan County,47.32,68,0.45,46.87
AR-085,Lonoke County,52.48,86,2.37,50.11
AR-087,Madison County,50.31,84,2.68,47.63
AR-089,Marion County,46.99,91,4,42.99
AR-091,Miller County,52.94,85,3.99,48.95
AR-093,Mississippi County,53.16,87,4.59,48.57
AR-095,Monroe County,52.31,79,1.7,50.61
AR-097,Montgomery County,57.67,100,5.2,52.47
AR-099,Nevada County,56.28,97,5.19,51.09
AR-101,Newton County,47.33,64,-0.87,48.2
AR-103,Ouachita County,58.32,102,6.93,51.39
AR-105,Perry County,51.46,82,2.42,49.04
AR-107,Phillips County,52.51,70,0.73,51.78
AR-109,Pike County,57.17,90,4.24,52.93
AR-111,Poinsett County,53.49,87,4.35,49.14
AR-113,Polk County,57.41,90,4.62,52.79
AR-115,Pope County,50.73,79,1.33,49.4
AR-117,Prairie County,52.74,88,2.6,50.14
AR-119,Pulaski County,53.07,84,2.34,50.73
AR-121,Randolph County,53.53,96,6.33,47.2
AR-123,St. Francis County,56.87,95,5.94,50.93
AR-125,Saline County,56.59,92,4.39,52.2
AR-127,Scott County,52.6,85,4.22,48.38
AR-129,Searcy County,47.77,76,1.31,46.46
AR-131,Sebastian County,50.6,91,5.19,45.41
AR-133,Sevier County,51.22,75,0.63,50.59
AR-135,Sharp County,53.36,98,6.4,46.96
AR-137,Stone County,51.77,89,4.14,47.63
AR-139,Union County,61.37,104,9.11,52.26
AR-141,Van Buren County,51.96,74,1.38,50.58
AR-143,Washington County,49.32,82,2.29,47.03
AR-145,White County,54.08,92,3.82,50.26
AR-147,Woodruff County,52.06,80,2.1,49.96
AR-149,Yell County,50.13,80,1.83,48.3
CA-001,Alameda County,22.6,102,3.86,18.74
CA-003,Alpine County,44.96,104,8.77,36.19
CA-005,Amador County,42.22,97,7,35.22
CA-007,Butte County,38.49,42,-5.89,44.38
CA-009,Calaveras County,39.89,92,5.64,34.25
CA-011,Colusa County,21.31,58,-0.67,21.98
CA-013,Contra Costa County,21.9,97,3.43,18.47
CA-015,Del Norte County,64.06,26,-16.1,80.16
CA-017,El Dorado County,51.38,90,6.73,44.65
CA-019,Fresno County,24.09,106,4.49,19.6
CA-021,Glenn County,23.46,52,-2.4,25.86
CA-023,Humboldt County,50.69,29,-12.82,63.51
CA-025,Imperial County,2.76,55,-0.62,3.38
CA-027,Inyo County,6.83,84,0.58,6.25
CA-029,Kern County,8.9,72,-0.16,9.06
CA-031,Kings County,7.41,70,-0.2,7.61
CA-033,Lake County,40.3,55,-3.14,43.44
CA-035,Lassen County,17.03,45,-3.42,20.45
CA-037,Los Angeles County,16.08,82,0.54,15.54
CA-039,Madera County,23.62,77,0.51,23.11
CA-041,Marin County,33.35,57,-2.12,35.47
CA-043,Mariposa County,35.61,87,2.81,32.8
CA-045,Mendocino County,46.28,47,-5.36,51.64
CA-047,Merced County,13.44,100,2.18,11.26
CA-049,Modoc County,16.41,54,-1.7,18.11
CA-051,Mono County,21.61,118,5.95,15.66
CA-053,Monterey County,23.38,99,3.29,20.09
CA-055,Napa County,30.17,63,-0.9,31.07
CA-057,Nevada County,53.24,80,2.88,50.36
CA-059,Orange County,12.53,68,-1.01,13.54
CA-061,Placer County,49.88,85,4.1,45.78
CA-063,Plumas County,39.55,66,-1.72,41.27
CA-065,Riverside County,6.48,43,-2.02,8.5
CA-067,Sacramento County,19.88,75,1.22,18.66
CA-069,San Benito County,18.43,92,1.68,16.75
CA-071,San Bernardino County,5.58,49,-1.29,6.87
CA-073,San Diego County,14.53,82,0.24,14.29
CA-075,San Francisco County,27.56,88,3.29,24.27
CA-077,San Joaquin County,17.03,105,2.99,14.04
CA-079,San Luis Obispo County,20.47,104,3.33,17.14
CA-081,San Mateo County,31.64,89,3,28.64
CA-083,Santa Barbara County,22.05,99,3.28,18.77
CA-085,Santa Clara County,28.33,105,5.21,23.12
CA-087,Santa Cruz County,39.43,99,6.39,33.04
CA-089,Shasta County,33.94,31,-7.98,41.92
CA-091,Sierra County,46.52,76,0.72,45.8
CA-093,Siskiyou County,29.5,23,-9.37,38.87
CA-095,Solano County,21.24,76,1.48,19.76
CA-097,Sonoma County,39.7,58,-2.33,42.03
CA-099,Stanislaus County,16.55,104,2.92,13.63
CA-101,Sutter County,17.67,50,-1.28,18.95
CA-103,Tehama County,30.96,39,-5.56,36.52
CA-105,Trinity County,46,30,-11.52,57.52
CA-107,Tulare County,23.29,86,1.45,21.84
CA-109,Tuolumne County,46.95,93,6.09,40.86
CA-111,Ventura County,22,91,1.65,20.35
CA-113,Yolo County,21.1,77,1.12,19.98
CA-115,Yuba County,34.74,53,-2.94,37.68
CO-001,Adams County,12.84,30,-2.32,15.16
CO-003,Alamosa County,12.99,109,2.61,10.38
CO-005,Arapahoe County,13.08,25,-2.82,15.9
CO-007,Archuleta County,24.69,86,1.34,23.35
CO-009,Baca County,11.87,21,-4.1,15.97
CO-011,Bent County,13.31,56,-0.59,13.9
CO-013,Boulder County,20.14,71,0.05,20.09
CO-014,Broomfield County,14.17,56,-0.57,14.74
CO-015,Chaffee County,18.55,88,0.96,17.59
CO-017,Cheyenne County,13.25,33,-2.14,15.39
CO-019,Clear Creek County,27.49,85,1.47,26.02
CO-021,Conejos County,20.19,103,2.97,17.22
CO-023,Costilla County,19.89,99,2.28,17.61
CO-025,Crowley County,11.21,57,-0.8,12.01
CO-027,Custer County,20.22,69,-0.27,20.49
CO-029,Delta County,18.55,78,0.91,17.64
CO-031,Denver County,13.98,54,-1.04,15.02
CO-033,Dolores County,23.07,73,-0.24,23.31
CO-035,Douglas County,15.23,26,-3.01,18.24
CO-037,Eagle County,23.91,71,-0.1,24.01
CO-039,Elbert County,12.68,14,-3.89,16.57
CO-041,El Paso County,12.9,25,-3.13,16.03
CO-043,Fremont County,12.07,29,-2.22,14.29
CO-045,Garfield County,25.38,105,2.91,22.47
CO-047,Gilpin County,24.01,82,1.13,22.88
CO-049,Grand County,23.63,86,1.27,22.36
CO-051,Gunnison County,23.74,69,0.53,23.21
CO-053,Hinsdale County,30.62,71,-0.22,30.84
CO-055,Huerfano County,19.32,88,1.41,17.91
CO-057,Jackson County,24.91,87,1.8,23.11
CO-059,Jefferson County,17.68,59,-0.51,18.19
CO-061,Kiowa County,12.71,41,-1.54,14.25
CO-063,Kit Carson County,13.44,23,-3.4,16.84
CO-065,Lake County,26.12,89,1.92,24.2
CO-067,La Plata County,23.87,80,0.52,23.35
CO-069,Larimer County,19.15,54,-0.84,19.99
CO-071,Las Animas County,14.47,43,-1.82,16.29
CO-073,Lincoln County,11.46,26,-2.82,14.28
CO-075,Logan County,11.37,12,-5.27,16.64
CO-077,Mesa County,18.42,95,1.56,16.86
CO-079,Mineral County,30.58,76,0.07,30.51
CO-081,Moffat County,17.3,110,2.47,14.83
CO-083,Montezuma County,17.6,80,0.44,17.16
CO-085,Montrose County,16.33,82,0.84,15.49
CO-087,Morgan County,11.35,23,-3.17,14.52
CO-089,Otero County,12.46,54,-0.96,13.42
CO-091,Ouray County,21.6,63,-0.71,22.31
CO-093,Park County,18.17,81,0.81,17.36
CO-095,Phillips County,11.56,5,-6.39,17.95
CO-097,Pitkin County,29.78,73,0.67,29.11
CO-099,Prowers County,12.65,29,-2.52,15.17
CO-101,Pueblo County,12.09,43,-1.49,13.58
CO-103,Rio Blanco County,22.16,112,3.34,18.82
CO-105,Rio Grande County,16.18,94,1.6,14.58
CO-107,Routt County,28.88,105,3.84,25.04
CO-109,Saguache County,17.57,84,0.96,16.61
CO-111,San Juan County,40.53,61,-1.14,41.67
CO-113,San Miguel County,19.14,70,0.08,19.06
CO-115,Sedgwick County,11.8,7,-6.32,18.12
CO-117,Summit County,26.9,76,0.39,26.51
CO-119,Teller County,15.67,20,-3.51,19.18
CO-121,Washington County,12.98,17,-3.53,16.51
CO-123,Weld County,11.68,32,-2.19,13.87
CO-125,Yuma County,13.44,19,-4.12,17.56
CT-001,Fairfield County,46.1,53,-1.72,47.82
CT-003,Hartford County,49.19,87,2.69,46.5
CT-005,Litchfield County,48.16,65,-0.02,48.18
CT-007,Middlesex County,46.57,68,-0.2,46.77
CT-009,New Haven County,44.94,45,-2.57,47.51
CT-011,New London County,44.22,54,-1.43,45.65
CT-013,Tolland County,46.62,70,0.99,45.63
CT-015,Windham County,48.39,84,2.65,45.74
DE-001,Kent County,38.33,28,-4.65,42.98
DE-003,New Castle County,43.14,67,-0.02,43.16
DE-005,Sussex County,38.73,28,-4.8,43.53
FL-001,Alachua County,55.08,80,2.36,52.72
FL-003,Baker County,52.32,66,0.72,51.6
FL-005,Bay County,55.52,53,-3.18,58.7
FL-007,Bradford County,55.41,82,3.01,52.4
FL-009,Brevard County,55.16,91,4.52,50.64
FL-011,Broward County,56.73,61,-0.46,57.19
FL-013,Calhoun County,54.25,50,-4.05,58.3
FL-015,Charlotte County,57.37,104,6.37,51
FL-017,Citrus County,53.06,76,-0.4,53.46
FL-019,Clay County,53.1,74,1.13,51.97
FL-021,Collier County,58.18,104,5.95,52.23
FL-023,Columbia County,51.62,66,0.04,51.58
FL-027,DeSoto County,53.92,77,2.42,51.5
FL-029,Dixie County,46.87,29,-6.94,53.81
FL-031,Duval County,50.69,65,0.37,50.32
FL-033,Escambia County,63.45,67,0.89,62.56
FL-035,Flagler County,55.45,84,3.47,51.98
FL-037,Franklin County,61.51,86,3.1,58.41
FL-039,Gadsden County,50.61,36,-6.14,56.75
FL-041,Gilchrist County,47.91,34,-4.95,52.86
FL-043,Glades County,47.9,44,-2.58,50.48
FL-045,Gulf County,60.28,77,1.61,58.67
FL-047,Hamilton County,48.05,43,-3.87,51.92
FL-049,Hardee County,51.45,56,-1.22,52.67
FL-051,Hendry County,48,41,-4.02,52.02
FL-053,Hernando County,50.81,51,-2.88,53.69
FL-055,Highlands County,52.43,73,1.74,50.69
FL-057,Hillsborough County,56.32,88,3.81,52.51
FL-059,Holmes County,55.23,57,-2.69,57.92
FL-061,Indian River County,49.84,51,-2.81,52.65
FL-063,Jackson County,51.6,50,-3.27,54.87
FL-065,Jefferson County,51.45,49,-3.77,55.22
FL-067,Lafayette County,47.57,25,-6.94,54.51
FL-069,Lake County,54.64,93,3.54,51.1
FL-071,Lee County,59.88,113,9.73,50.15
FL-073,Leon County,54.05,48,-3.37,57.42
FL-075,Levy County,46.76,25,-6.36,53.12
FL-077,Liberty County,56.74,60,-2.27,59.01
FL-079,Madison County,47.68,35,-6.03,53.71
FL-081,Manatee County,54.72,75,2.01,52.71
FL-083,Marion County,53.82,75,0.9,52.92
FL-085,Martin County,50.06,44,-4.2,54.26
FL-086,Miami-Dade County,54.56,59,-0.69,55.25
FL-087,Monroe County,47.44,43,-3.51,50.95
FL-089,Nassau County,49.79,60,-0.86,50.65
FL-091,Okaloosa County,56.3,48,-4.64,60.94
FL-093,Okeechobee County,50.66,63,-0.36,51.02
FL-095,Orange County,58.28,114,7.69,50.59
FL-097,Osceola County,57.01,110,6.47,50.54
FL-099,Palm Beach County,49.64,27,-7.41,57.05
FL-101,Pasco County,53.33,71,0.1,53.23
FL-103,Pinellas County,52.98,74,1.23,51.75
FL-105,Polk County,54.51,82,2.59,51.92
FL-107,Putnam County,55.58,75,2.31,53.27
FL-109,St. Johns County,52.92,75,1.83,51.09
FL-111,St. Lucie County,52.5,63,-0.47,52.97
FL-113,Santa Rosa County,58.75,53,-3.55,62.3
FL-115,Sarasota County,56.17,93,3.94,52.23
FL-117,Seminole County,60.7,116,9.97,50.73
FL-119,Sumter County,54.42,84,1.9,52.52
FL-121,Suwannee County,48.12,36,-5.13,53.25
FL-123,Taylor County,49.94,34,-5.77,55.71
FL-125,Union County,54.51,80,2.7,51.81
FL-127,Volusia County,58.66,105,7.57,51.09
FL-129,Wakulla County,56.27,57,-2.1,58.37
FL-131,Walton County,56.33,50,-4.05,60.38
FL-133,Washington County,55.65,59,-1.9,57.55
GA-001,Appling County,39.34,17,-8.67,48.01
GA-003,Atkinson County,39.39,19,-9.4,48.79
GA-005,Bacon County,38.43,16,-9.8,48.23
GA-007,Baker County,47.88,46,-4,51.88
GA-009,Baldwin County,47.95,79,1.39,46.56
GA-011,Banks County,54.67,78,1.65,53.02
GA-013,Barrow County,53.98,84,3.18,50.8
GA-015,Bartow County,53.61,80,2.3,51.31
GA-017,Ben Hill County,40.26,23,-7.31,47.57
GA-019,Berrien County,42.03,27,-6.47,48.5
GA-021,Bibb County,49.63,84,3.12,46.51
GA-023,Bleckley County,46.43,66,-0.59,47.02
GA-025,Brantley County,43.3,27,-6.66,49.96
GA-027,Brooks County,42.58,23,-9.45,52.03
GA-029,Bryan County,40.79,20,-8.23,49.02
GA-031,Bulloch County,39.88,21,-7.72,47.6
GA-033,Burke County,44.37,63,-1.16,45.53
GA-035,Butts County,50.91,81,1.44,49.47
GA-037,Calhoun County,47.2,40,-4.84,52.04
GA-039,Camden County,45.73,41,-5.25,50.98
GA-043,Candler County,40.71,32,-6.3,47.01
GA-045,Carroll County,62.12,104,8.48,53.64
GA-047,Catoosa County,57.02,89,4.01,53.01
GA-049,Charlton County,47.15,49,-3.15,50.3
GA-051,Chatham County,40.67,19,-8.43,49.1
GA-053,Chattahoochee County,50.6,74,1.81,48.79
GA-055,Chattooga County,60.66,95,5.72,54.94
GA-057,Cherokee County,54.76,76,1.12,53.64
GA-059,Clarke County,51.29,77,1.27,50.02
GA-061,Clay County,49.37,51,-3.01,52.38
GA-063,Clayton County,55.74,98,5.53,50.21
GA-065,Clinch County,44.28,32,-5.56,49.84
GA-067,Cobb County,54.77,87,3.5,51.27
GA-069,Coffee County,37.68,11,-10.54,48.22
GA-071,Colquitt County,42.68,27,-7.62,50.3
GA-073,Columbia County,44,59,-2.12,46.12
GA-075,Cook County,42,24,-7.38,49.38
GA-077,Coweta County,56.91,97,5.49,51.42
GA-079,Crawford County,48.85,70,0.67,48.18
GA-081,Crisp County,42.74,40,-4.32,47.06
GA-083,Dade County,59.5,91,5.31,54.19
GA-085,Dawson County,61.43,77,1.96,59.47
GA-087,Decatur County,47.09,34,-6.66,53.75
GA-089,DeKalb County,56.35,94,5.71,50.64
GA-091,Dodge County,44.82,56,-2.66,47.48
GA-093,Dooly County,44.58,53,-2.67,47.25
GA-095,Dougherty County,45.15,48,-4.39,49.54
GA-097,Douglas County,57.87,94,5.83,52.04
GA-099,Early County,49.41,47,-3.82,53.23
GA-101,Echols County,47.56,46,-3.4,50.96
GA-103,Effingham County,40.13,18,-8.18,48.31
GA-105,Elbert County,44.88,49,-3.63,48.51
GA-107,Emanuel County,42.62,51,-3.81,46.43
GA-109,Evans County,39.9,20,-7.68,47.58
GA-111,Fannin County,61.93,71,1.84,60.09
GA-113,Fayette County,54.87,95,4.64,50.23
GA-115,Floyd County,57.79,97,5.61,52.18
GA-117,Forsyth County,60.41,96,6.72,53.69
GA-119,Franklin County,48.32,58,-2.11,50.43
GA-121,Fulton County,56.81,95,5.75,51.06
GA-123,Gilmer County,60.63,62,-0.96,61.59
GA-125,Glascock County,45.99,66,-0.95,46.94
GA-127,Glynn County,46.48,45,-4.34,50.82
GA-129,Gordon County,55.37,79,2.48,52.89
GA-131,Grady County,49.09,43,-4.88,53.97
GA-133,Greene County,48.46,72,0.36,48.1
GA-135,Gwinnett County,57.42,94,6.01,51.41
GA-137,Habersham County,62.12,60,-1.66,63.78
GA-139,Hall County,59.29,91,4.52,54.77
GA-141,Hancock County,47.63,76,0.35,47.28
GA-143,Haralson County,61.16,101,7.84,53.32
GA-145,Harris County,53.45,77,1.96,51.49
GA-147,Hart County,44.8,44,-4.46,49.26
GA-149,Heard County,58.44,95,5.33,53.11
GA-151,Henry County,53.94,89,3.84,50.1
GA-153,Houston County,46.77,65,-0.41,47.18
GA-155,Irwin County,41.33,26,-6.31,47.64
GA-157,Jackson County,53.77,86,3.1,50.67
GA-159,Jasper County,49.56,72,0.45,49.11
GA-161,Jeff Davis County,38.33,15,-9.05,47.38
GA-163,Jefferson County,44.65,67,-1.64,46.29
GA-165,Jenkins County,41.28,40,-5.03,46.31
GA-167,Johnson County,45.87,69,-0.57,46.44
GA-169,Jones County,48.79,80,1.65,47.14
GA-171,Lamar County,50.78,77,0.77,50.01
GA-173,Lanier County,41.87,25,-7.78,49.65
GA-175,Laurens County,46.1,71,-0.66,46.76
GA-177,Lee County,43,37,-5.78,48.78
GA-179,Liberty County,41.84,25,-7.43,49.27
GA-181,Lincoln County,44.45,56,-2.79,47.24
GA-183,Long County,41.26,22,-7.76,49.02
GA-185,Lowndes County,42.4,25,-8.52,50.92
GA-187,Lumpkin County,66.28,84,3.5,62.78
GA-189,McDuffie County,45.47,63,-1.57,47.04
GA-191,McIntosh County,45.34,41,-5,50.34
GA-193,Macon County,46.7,62,-1.49,48.19
GA-195,Madison County,48.43,61,-1.34,49.77
GA-197,Marion County,49.02,65,-0.56,49.58
GA-199,Meriwether County,52.48,75,1.22,51.26
GA-201,Miller County,47.85,43,-5.54,53.39
GA-205,Mitchell County,46.81,45,-4.08,50.89
GA-207,Monroe County,49.39,75,0.79,48.6
GA-209,Montgomery County,42.86,49,-3.66,46.52
GA-211,Morgan County,50.83,81,1.61,49.22
GA-213,Murray County,60.29,86,4,56.29
GA-215,Muscogee County,52.06,77,2.32,49.74
GA-217,Newton County,52,83,1.88,50.12
GA-219,Oconee County,52.01,79,2.05,49.96
GA-221,Oglethorpe County,47.16,61,-1.6,48.76
GA-223,Paulding County,54.62,86,3.09,51.53
GA-225,Peach County,48.32,79,0.95,47.37
GA-227,Pickens County,54.38,50,-3.29,57.67
GA-229,Pierce County,40.16,21,-8.64,48.8
GA-231,Pike County,51.78,76,1.39,50.39
GA-233,Polk County,57.1,98,5.84,51.26
GA-235,Pulaski County,45.13,60,-1.83,46.96
GA-237,Putnam County,48.08,70,0.32,47.76
GA-239,Quitman County,50.08,63,-0.67,50.75
GA-241,Rabun County,69.81,66,0.37,69.44
GA-243,Randolph County,47.69,47,-3.57,51.26
GA-245,Richmond County,45.23,73,0.25,44.98
GA-247,Rockdale County,54.47,90,3.95,50.52
GA-249,Schley County,46.63,54,-2.52,49.15
GA-251,Screven County,40.88,32,-5.79,46.67
GA-253,Seminole County,46.95,37,-6.61,53.56
GA-255,Spalding County,53.13,83,3.27,49.86
GA-257,Stephens County,53.69,54,-2.22,55.91
GA-259,Stewart County,49.38,67,0.09,49.29
GA-261,Sumter County,44.26,43,-4.45,48.71
GA-263,Talbot County,50.4,65,-0.33,50.73
GA-265,Taliaferro County,46.85,60,-1.23,48.08
GA-267,Tattnall County,40.29,22,-7.28,47.57
GA-269,Taylor County,48.1,61,-1.22,49.32
GA-271,Telfair County,40.29,22,-7.11,47.4
GA-273,Terrell County,45.11,38,-5.13,50.24
GA-275,Thomas County,46.33,34,-6.85,53.18
GA-277,Tift County,44.05,41,-4.17,48.22
GA-279,Toombs County,41.4,34,-5.55,46.95
GA-281,Towns County,64.55,71,1.55,63
GA-283,Treutlen County,44.37,59,-2.15,46.52
GA-285,Troup County,54.08,81,2.16,51.92
GA-287,Turner County,43.33,37,-4.43,47.76
GA-289,Twiggs County,48.03,80,1.36,46.67
GA-291,Union County,63.8,73,2.83,60.97
GA-293,Upson County,49.49,66,-0.74,50.23
GA-295,Walker County,58.18,91,4.27,53.91
GA-297,Walton County,53.26,84,2.62,50.64
GA-299,Ware County,42.2,29,-6.95,49.15
GA-301,Warren County,46.56,68,-0.95,47.51
GA-303,Washington County,46.93,76,0.51,46.42
GA-305,Wayne County,41.61,21,-7.89,49.5
GA-307,Webster County,47,51,-2.69,49.69
GA-309,Wheeler County,42.62,44,-4.11,46.73
GA-311,White County,67.12,79,3.03,64.09
GA-313,Whitfield County,57.59,88,3.9,53.69
GA-315,Wilcox County,43.17,46,-4.11,47.28
GA-317,Wilkes County,45.3,56,-2.79,48.09
GA-319,Wilkinson County,47.76,79,1.39,46.37
GA-321,Worth County,43.03,37,-5.39,48.42
ID-001,Ada County,11.73,61,-0.59,12.32
ID-003,Adams County,26.29,23,-6.17,32.46
ID-005,Bannock County,18.09,51,-1.4,19.49
ID-007,Bear Lake County,21.85,70,0.43,21.42
ID-009,Benewah County,31.02,66,-0.34,31.36
ID-011,Bingham County,13.2,61,-0.3,13.5
ID-013,Blaine County,16.58,42,-2.23,18.81
ID-015,Boise County,28.8,55,-1.76,30.56
ID-017,Bonner County,32.87,40,-3.04,35.91
ID-019,Bonneville County,20.21,60,-0.11,20.32
ID-021,Boundary County,35.17,45,-2.91,38.08
ID-023,Butte County,12.27,56,-1.31,13.58
ID-025,Camas County,18.5,16,-5.89,24.39
ID-027,Canyon County,9.56,70,0.01,9.55
ID-029,Caribou County,21.97,66,-0.43,22.4
ID-031,Cassia County,13.78,45,-1.73,15.51
ID-033,Clark County,14.87,40,-2.24,17.11
ID-035,Clearwater County,40.91,31,-5.85,46.76
ID-037,Custer County,20.86,54,-1.73,22.59
ID-039,Elmore County,17.3,36,-2.87,20.17
ID-041,Franklin County,21.49,55,-1.54,23.03
ID-043,Fremont County,20.59,57,-1.07,21.66
ID-045,Gem County,18.1,63,-0.68,18.78
ID-047,Gooding County,7.76,10,-3.42,11.18
ID-049,Idaho County,34.05,39,-3.48,37.53
ID-051,Jefferson County,8.13,43,-1.55,9.68
ID-053,Jerome County,6.67,9,-3.06,9.73
ID-055,Kootenai County,31.79,67,-0.52,32.31
ID-057,Latah County,33.34,94,2.77,30.57
ID-059,Lemhi County,17.64,26,-3.54,21.18
ID-061,Lewis County,27.61,97,2.16,25.45
ID-063,Lincoln County,7.55,15,-2.98,10.53
